time,weather_code (wmo code),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),rain_sum (mm),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C)
13-03-2023,3,21.1,247,0,0,19.15,31.7,32.9,30.1
14-03-2023,3,23.3,323,0,0,22.47,31.3,35.3,30.2
15-03-2023,51,25.6,338,0.2,0.2,20.94,30.5,32.7,28.2
16-03-2023,65,21.9,173,14.9,14.9,19.63,29.6,33,25.9
17-03-2023,51,20.5,297,0.6,0.6,21.56,30.3,31.5,29
18-03-2023,1,25.5,312,0,0,23.52,30.2,32,28.6
19-03-2023,53,22.1,282,2.6,2.6,23.64,29.1,31.1,27.6
20-03-2023,51,20,289,0.1,0.1,23.86,28.6,29.5,27.3
21-03-2023,63,18,307,3,3,22.3,28.4,30,24.7
22-03-2023,51,18.6,313,0.3,0.3,22.72,29.2,30.5,28.4
23-03-2023,51,22.9,327,0.2,0.2,21.62,29.1,31.6,28.1
24-03-2023,1,27.5,332,0,0,24.02,29.2,31.7,26.8
25-03-2023,1,33.4,335,0,0,24.81,26.6,28.9,25
26-03-2023,3,28.2,337,0,0,24.29,27.1,28.5,24.9
27-03-2023,51,27.3,317,0.1,0.1,24.54,28.7,30.8,27.1
28-03-2023,51,26.6,323,0.3,0.3,24.56,29.1,30.9,27.7
29-03-2023,51,22.5,310,0.5,0.5,23.53,29.3,30.4,28.2
30-03-2023,3,16.6,294,0,0,22.45,29,30.1,28.4
31-03-2023,3,18.8,311,0,0,22.19,29.4,30.4,27.5
01-04-2023,51,29.7,327,0.4,0.4,25.18,28.7,30.5,26.9
02-04-2023,51,29.3,305,0.1,0.1,24.43,29,30.6,27.7
03-04-2023,51,30.4,324,0.1,0.1,24.17,29.4,30.9,27.4
04-04-2023,2,32.2,330,0,0,24.68,30.2,31.6,28.3
05-04-2023,2,30.7,326,0,0,24.62,30.4,31.8,28.2
06-04-2023,1,30,338,0,0,24.78,30.4,32,28.9
07-04-2023,3,30.5,347,0,0,23.89,31.1,32.5,29.6
08-04-2023,3,23.4,334,0,0,22.91,32.4,33.7,30
09-04-2023,1,29.8,328,0,0,24.85,32.7,34,30.8
10-04-2023,2,25.9,326,0,0,24.08,32.8,34.3,31.5
11-04-2023,0,28.9,324,0,0,24.62,32.3,33.4,30.9
12-04-2023,3,32.6,337,0,0,24.7,31.8,32.8,30.7
13-04-2023,3,33.4,335,0,0,20.12,32.2,33.4,31.3
14-04-2023,3,31.3,332,0,0,22.18,32.7,34.4,30.8
15-04-2023,1,30.8,327,0,0,25.29,32.1,33.6,30.7
16-04-2023,1,29,331,0,0,25.48,31.9,33.5,30.7
17-04-2023,0,30.4,335,0,0,25.53,31.8,34,29.8
18-04-2023,1,35.8,345,0,0,24.32,32.4,34.6,30.5
19-04-2023,0,35.8,335,0,0,25.41,33.2,34.7,31.3
20-04-2023,1,32.4,315,0,0,25.19,32.5,34.4,30.3
21-04-2023,0,27.5,318,0,0,25.73,32.1,33.3,30.1
22-04-2023,1,22.9,290,0,0,25.3,31.9,33.8,30.5
23-04-2023,3,28.4,313,0,0,25.25,31.4,33,29.6
24-04-2023,3,34.6,307,0,0,25.73,32.4,33.7,30.2
25-04-2023,3,26.7,250,0,0,25.77,33,34.7,31.1
26-04-2023,3,28.5,243,0,0,24.88,31.8,32.8,30
27-04-2023,1,28.5,317,0,0,24.42,31.7,33.2,29.6
28-04-2023,1,22.9,310,0,0,24.63,32.2,33.1,30.1
29-04-2023,3,27.1,314,0,0,24.47,31.1,32.7,29.5
30-04-2023,1,23.9,306,0,0,24.56,31.8,33.4,30.6
01-05-2023,51,19.6,277,0.2,0.2,22.26,31.2,32.5,27.2
02-05-2023,51,19.9,286,0.1,0.1,24.29,31.7,33,30.7
03-05-2023,3,21.5,303,0,0,25.54,31.8,33.2,30.8
04-05-2023,51,22,313,0.2,0.2,24.87,31.8,32.8,30.8
05-05-2023,3,25.4,304,0,0,25.51,32.3,33.5,30.8
06-05-2023,3,29,309,0,0,25.02,32.4,33.4,30.7
07-05-2023,61,20.1,311,2.4,2.4,15.31,32.2,33.1,30.7
08-05-2023,3,27.3,303,0,0,22.87,33.5,34.4,31.7
09-05-2023,3,26.7,302,0,0,23.4,34.6,36,32.7
10-05-2023,3,30.6,287,0,0,24.64,35.3,36.5,32.9
11-05-2023,3,23.4,223,0,0,25.28,35.6,37.1,34
12-05-2023,1,24.2,217,0,0,25.78,35.3,36.7,33.3
13-05-2023,0,21.4,234,0,0,25.8,34.7,36,33.8
14-05-2023,1,19.5,252,0,0,26.11,34.7,36.3,34
15-05-2023,51,22.7,275,0.7,0.7,25.2,34.5,36.4,33.7
16-05-2023,1,18.7,281,0,0,25.2,34.8,36.6,33.9
17-05-2023,1,31,307,0,0,25.88,33.9,35.5,32.1
18-05-2023,51,32.4,319,0.1,0.1,25.19,33.8,34.9,32.1
19-05-2023,1,31.5,317,0,0,25.79,33.7,34.6,32.4
20-05-2023,1,22.9,305,0,0,25.03,33.8,34.9,32.9
21-05-2023,1,23.8,306,0,0,24.85,33.7,34.9,32.9
22-05-2023,2,25,319,0,0,24.49,33.8,35.1,32.5
23-05-2023,51,29.2,317,0.1,0.1,25.25,33.9,35.3,32.5
24-05-2023,1,24.9,278,0,0,25.3,34,35.8,32.4
25-05-2023,51,24.9,262,0.2,0.2,23.34,33.7,35,32.5
26-05-2023,2,25,263,0,0,23.64,33.2,34.4,32.2
27-05-2023,2,22,268,0,0,22.34,33.8,34.5,33.2
28-05-2023,1,21.1,297,0,0,25.44,34.7,35.7,33.6
29-05-2023,1,32.1,314,0,0,25.8,34.7,36.1,32.8
30-05-2023,1,26.3,313,0,0,25.85,35.4,36.9,34
31-05-2023,1,33.5,322,0,0,25.87,35.1,36.9,33.3
01-06-2023,1,29,294,0,0,25.88,35.1,36.7,33.6
02-06-2023,1,21.8,285,0,0,25.02,34.8,36.6,33.8
03-06-2023,1,22.5,280,0,0,24.04,35,36.5,34.2
04-06-2023,51,22.5,281,0.4,0.4,22.71,35,35.8,34.3
05-06-2023,1,24,268,0,0,24.94,34.4,35.1,33.6
06-06-2023,1,18.1,261,0,0,24.76,34.7,36.2,33.7
07-06-2023,2,26.1,228,0,0,25.08,34.8,36.9,33.4
08-06-2023,51,21.6,209,0.9,0.9,24.43,35.1,36.8,33.7
09-06-2023,51,46.4,186,1.2,1.2,22.66,33.2,35.5,30.1
10-06-2023,61,44.1,177,3.6,3.6,22.99,31.6,34.4,28.5
11-06-2023,65,46.9,171,16,16,22.19,29.9,32.2,27.4
12-06-2023,55,51.7,178,4.4,4.4,21.27,29.1,31.3,27.6
13-06-2023,63,47.5,182,11.4,11.4,20.65,29.1,30.8,26.1
14-06-2023,55,42.9,196,3,3,20.71,30.2,31.2,28.6
15-06-2023,55,44.9,203,3.7,3.7,23.68,30.7,32.7,28.7
16-06-2023,53,46.5,217,4.1,4.1,20.88,30.8,31.9,29.8
17-06-2023,51,33.8,233,2.7,2.7,22.34,31.9,33.1,31
18-06-2023,53,26.9,251,4.2,4.2,22,32.7,33.9,31.7
19-06-2023,51,25.6,250,0.1,0.1,22.3,33.2,34.3,32.2
20-06-2023,51,23.2,247,0.4,0.4,23.59,33.3,34.1,32.6
21-06-2023,51,24.4,241,0.8,0.8,23.66,33.5,34.8,32.3
22-06-2023,53,22,238,1.6,1.6,23.63,33.5,34.8,32.1
23-06-2023,61,24.4,213,6.6,6.6,21.09,32.1,33.8,30.5
24-06-2023,63,22.4,230,25.8,25.8,14.07,31.1,32.6,29.6
25-06-2023,63,26.5,221,20.4,20.4,8.31,30.4,32.2,28.8
26-06-2023,63,29,217,24.7,24.7,7.36,29.6,32.6,28.6
27-06-2023,63,33.1,228,34.8,34.8,8.88,29.8,31.7,28.1
28-06-2023,65,32,239,67.3,67.3,9.9,30,30.9,28.9
29-06-2023,65,36.2,243,56.3,56.3,6.72,29.3,31.1,27.6
30-06-2023,63,41.4,246,57.1,57.1,8.16,28.9,30.9,27
01-07-2023,65,37,232,44.8,44.8,13.17,29.5,30.8,28.2
02-07-2023,63,32.5,232,33.3,33.3,15.94,29.8,30.9,28.5
03-07-2023,63,25.9,238,13.7,13.7,16,31.3,32.8,30.1
04-07-2023,65,25.4,241,29.8,29.8,15.42,31.2,32.8,30.1
05-07-2023,65,25.9,243,56.3,56.3,12.68,31,32,29.6
06-07-2023,65,41.8,232,119,119,4.93,28.9,31,26.7
07-07-2023,63,45,238,66,66,10.05,28.6,29.8,27.4
08-07-2023,61,42.7,234,11,11,20.66,29.2,31.5,27.5
09-07-2023,55,36.4,236,9,9,20.38,29.8,30.9,29
10-07-2023,53,31.8,240,6.4,6.4,17.15,30.5,31.5,29.8
11-07-2023,55,28.1,253,9.5,9.5,17.2,31,32.4,29.3
12-07-2023,61,30.2,229,13.7,13.7,7.68,30.8,32.2,27.9
13-07-2023,63,28,227,19.3,19.3,15.05,29.9,31,28.6
14-07-2023,63,30,245,41,41,11.97,29.7,31.7,28.4
15-07-2023,63,24.8,248,19.5,19.5,12.95,30.1,31.3,28.7
16-07-2023,63,29,241,23.9,23.9,14.49,29.5,31,28.3
17-07-2023,63,34.2,244,42.5,42.5,10.41,29.2,30.5,27.9
18-07-2023,63,41.2,255,57.1,57.1,5.24,28.3,29.2,27.3
19-07-2023,63,37.1,263,55.3,55.3,6.19,28.7,29.5,28.3
20-07-2023,63,38.6,253,18.3,18.3,14,29.1,31.1,27.9
21-07-2023,63,35.7,257,44.9,44.9,10.81,29.5,30.9,28.4
22-07-2023,63,36,255,44.9,44.9,5.12,28.5,29.5,27.2
23-07-2023,65,46.4,247,53.9,53.9,11.32,28.1,29.3,26.4
24-07-2023,65,39,246,65.1,65.1,11.7,28.4,29.6,26.9
25-07-2023,65,33.4,249,103.9,103.9,8.28,28.8,30.5,27.4
26-07-2023,65,39.6,259,93.5,93.5,8.88,28.2,29.4,27.3
27-07-2023,63,37.5,266,64.5,64.5,6.67,28.1,28.6,27
28-07-2023,63,37.4,267,55.4,55.4,5.39,28.4,30.7,26.7
29-07-2023,61,34.2,254,8.4,8.4,13.08,29,29.9,27.8
30-07-2023,55,37.5,252,10.4,10.4,14.87,28.9,29.7,27.7
31-07-2023,61,33.9,252,9.4,9.4,17.49,28.9,29.9,27.9
01-08-2023,53,36.7,249,6.1,6.1,18.9,29,30.1,27.7
02-08-2023,55,38.4,248,10.4,10.4,16.52,28.7,29.8,27.4
03-08-2023,53,37,251,5.5,5.5,20.15,28.9,30.2,28
04-08-2023,61,36.9,247,6.5,6.5,13.26,29.3,30.7,28
05-08-2023,61,34.3,250,5,5,19.98,29.4,31,28.3
06-08-2023,51,35.8,250,2.6,2.6,20.38,29.4,31.2,28.2
07-08-2023,51,34.7,246,1,1,22.71,29.4,30.2,28.6
08-08-2023,53,35.1,245,2.6,2.6,23.54,29.9,31.3,28.5
09-08-2023,55,29.3,252,4.8,4.8,19.91,30.3,31.2,28.9
10-08-2023,61,25.7,250,7,7,20.45,30.2,32.6,27.3
11-08-2023,53,24.9,264,2.8,2.8,22.38,30.9,32.3,29.5
12-08-2023,61,28.3,256,5.9,5.9,17.52,29.4,30.7,27.9
13-08-2023,53,34.2,250,3.6,3.6,21.88,29.7,31.4,28.9
14-08-2023,53,33.8,236,1,1,21.53,29.7,30.7,28.4
15-08-2023,53,26.2,232,4.7,4.7,16.93,30.3,31.3,29.3
16-08-2023,53,27,269,3.5,3.5,22.16,30.8,32.3,28.9
17-08-2023,51,26.2,285,2,2,21.61,30.2,32.2,29.4
18-08-2023,53,27.7,290,1.4,1.4,20.31,30.1,30.9,28.5
19-08-2023,53,28.8,296,6.8,6.8,17.85,29.8,30.9,28.4
20-08-2023,63,29.8,295,13,13,13.72,30,31.3,28.4
21-08-2023,55,22.3,282,5.7,5.7,19.32,30.8,31.8,29.4
22-08-2023,55,24.9,263,6.1,6.1,17.39,30.6,31.6,29.6
23-08-2023,53,26.5,243,2.3,2.3,22.67,30.5,31.9,29
24-08-2023,55,29.1,226,10.3,10.3,17.04,29.5,30.6,28.4
25-08-2023,61,28,223,9.8,9.8,18.7,29.9,31.6,27.8
26-08-2023,55,28.4,228,10.2,10.2,18.56,29.2,30.8,26.9
27-08-2023,63,24.5,231,15.7,15.7,17.23,29.6,31.6,27
28-08-2023,55,23,221,5.8,5.8,16.85,29.5,30.5,28.2
29-08-2023,53,15.1,253,2.5,2.5,21.07,32,33.1,30.7
30-08-2023,51,17.4,290,0.8,0.8,23.37,32.5,33.4,31.4
31-08-2023,51,21.2,328,0.7,0.7,24.04,32.6,34.4,31
01-09-2023,61,23.9,331,3.1,3.1,22.78,32.5,33.8,30.6
02-09-2023,61,15.9,305,2.8,2.8,16.83,32.2,33.7,30.5
03-09-2023,63,23,321,7.8,7.8,19.3,31.2,32.7,29.6
04-09-2023,51,25,306,1.3,1.3,22.92,31.7,32.5,30.5
05-09-2023,51,23.6,310,0.9,0.9,23.49,31.4,32.5,30.3
06-09-2023,55,26.8,290,3,3,22.71,31.8,33.8,30.2
07-09-2023,63,30.2,284,25.5,25.5,11.2,30.5,31.8,28.8
08-09-2023,63,32.7,290,40.7,40.7,7.07,30.3,31.3,28.6
09-09-2023,65,33.3,280,29.8,29.8,15.87,31.3,32.6,29.3
10-09-2023,53,24.7,257,5.3,5.3,18.1,31.6,32.4,30.2
11-09-2023,53,19.6,266,5.9,5.9,19.64,31.1,32.8,28.3
12-09-2023,51,24.5,255,2.6,2.6,22.44,31.5,32.2,30.1
13-09-2023,55,22.7,250,7,7,17.32,31.3,32.5,29.3
14-09-2023,55,17,230,3.7,3.7,21.75,31.6,32.8,29.7
15-09-2023,53,25.3,248,3,3,21.68,31.6,33.1,29.6
16-09-2023,53,38.6,249,5,5,8.9,30.2,31,28.5
17-09-2023,61,33.3,236,8.1,8.1,18.9,29.7,31.4,28.2
18-09-2023,63,37.2,217,28.8,28.8,16.27,28.9,30.7,27.9
19-09-2023,53,33.1,203,7.9,7.9,16.86,29.2,30.7,28.3
20-09-2023,63,29.7,211,16.5,16.5,16.15,29.9,30.9,29
21-09-2023,63,23.7,222,21.1,21.1,13.66,31,31.8,29.9
22-09-2023,63,18.2,181,27.9,27.9,10.9,31.4,32.9,30
23-09-2023,63,23.3,236,30.4,30.4,9.9,31.7,33,28.8
24-09-2023,63,18.4,250,15.5,15.5,17.25,31.1,32.1,29.5
25-09-2023,63,21.5,260,9.2,9.2,19.12,31.4,32.3,30.3
26-09-2023,61,19,287,4.5,4.5,18.44,32.1,33.3,30.5
27-09-2023,63,23.1,359,12.5,12.5,14.53,31.5,32.9,29
28-09-2023,61,32.1,311,4,4,12.82,32.4,34.7,27.5
29-09-2023,63,26.9,29,10.8,10.8,14.86,33.8,35,31.2
30-09-2023,63,19.9,360,13.9,13.9,14.3,34.4,36.7,32.3
01-10-2023,53,26.8,282,2.5,2.5,7.66,34,35.6,32.1
02-10-2023,63,18.1,240,7.9,7.9,17.04,32.4,33.5,29.5
03-10-2023,51,18.4,286,0.7,0.7,20.91,32.9,33.7,31.7
04-10-2023,51,20.6,296,0.3,0.3,21.65,32.4,34.3,27.9
05-10-2023,51,26.2,327,0.2,0.2,21.49,32.8,35.1,31.5
06-10-2023,51,24,337,0.2,0.2,20.88,32.3,33.5,31.4
07-10-2023,3,27.6,352,0,0,21.55,32.2,34.2,31.4
08-10-2023,1,28.9,352,0,0,21.3,33,34.2,31.3
09-10-2023,2,27.2,346,0,0,21.3,33.5,36.3,32.2
10-10-2023,0,32.2,352,0,0,21.53,32.4,35.1,31
11-10-2023,0,30.3,350,0,0,21.21,32.6,34.2,30.5
12-10-2023,1,27.2,338,0,0,20.49,33.9,35.2,32.7
13-10-2023,1,26.7,341,0,0,20.51,34.7,36.7,33.4
14-10-2023,0,22.4,336,0,0,20.96,34.3,35.2,32.1
15-10-2023,3,23.9,336,0,0,19.86,35.2,37.5,33.7
16-10-2023,3,25.1,353,0,0,20.53,33.9,35.3,30.6
17-10-2023,3,19.7,216,0,0,20.14,34.7,36.6,32.2
18-10-2023,3,31.3,347,0,0,20.28,33.8,36.4,32.2
19-10-2023,3,20.9,354,0,0,20.52,33,34.8,30.4
20-10-2023,3,16.6,335,0,0,19.82,34,35.6,31.8
21-10-2023,51,19.2,7,0.1,0.1,17.88,34.3,38.6,31.8
22-10-2023,3,19.5,341,0,0,19.76,34,35.1,32
23-10-2023,3,23.2,345,0,0,20.15,33.5,36.3,31.6
24-10-2023,3,25.3,4,0,0,19.99,32.5,35.4,29.9
25-10-2023,3,29.6,352,0,0,19.88,32.1,34.3,30.1
26-10-2023,3,33.3,357,0,0,20.34,31.3,33.7,28.8
27-10-2023,3,30.1,355,0,0,20.47,31.3,34.8,28.3
28-10-2023,3,29.3,7,0,0,20.43,30.7,33.7,27.8
29-10-2023,0,25.6,357,0,0,20.17,31.3,34.4,27.9
30-10-2023,1,23.3,356,0,0,19.93,32,35.3,28.8
31-10-2023,1,24.6,356,0,0,19.57,31.5,34.7,28.7
01-11-2023,3,27.7,347,0,0,19.71,30.9,33.6,28.5
02-11-2023,3,30.3,353,0,0,19.81,31,33.5,28.8
03-11-2023,3,29.9,5,0,0,19.45,31.4,35.5,28.9
04-11-2023,3,24.4,1,0,0,19.23,32.4,37.9,28.7
05-11-2023,3,23.5,355,0,0,18.82,32.9,36.7,30.8
06-11-2023,3,26.8,351,0,0,18.48,31.4,34.9,28.8
07-11-2023,3,33.5,349,0,0,19.04,31.2,33.1,28
08-11-2023,3,35.4,198,0,0,17.85,32,33.5,28.3
09-11-2023,55,20.7,349,1.4,1.4,17.85,33.1,34.9,30.6
10-11-2023,51,34,73,0.2,0.2,17.82,32,35.1,27.9
11-11-2023,3,28.6,358,0,0,17.82,32.6,35.9,29.7
12-11-2023,3,25.8,14,0,0,17.87,32.6,38.6,29.3
13-11-2023,3,25.3,353,0,0,18.07,31.9,35.3,28.9
14-11-2023,3,22.9,350,0,0,18.23,31.8,33.9,29.5
15-11-2023,0,25.5,352,0,0,18.7,31.1,34,29.2
16-11-2023,1,27.1,352,0,0,18.63,30.4,33.8,28.3
17-11-2023,0,30.8,7,0,0,18.53,30.3,34.5,26.9
18-11-2023,2,21.8,360,0,0,18.32,30.5,33.6,26.7
19-11-2023,3,27.2,352,0,0,18.03,30.4,31.9,28.3
20-11-2023,3,21.8,343,0,0,17.51,32.2,35.7,29
21-11-2023,3,29.6,356,0,0,17.62,30.6,33.9,27.8
22-11-2023,0,31.4,357,0,0,18.03,29.3,32.8,27
23-11-2023,0,27.5,354,0,0,17.8,29.3,30.9,26.3
24-11-2023,0,20.1,17,0,0,16.76,31.6,35.3,28.2
25-11-2023,3,18.8,256,0,0,16.78,32.7,34.9,28.5
26-11-2023,63,22.6,254,7.8,7.8,14.81,31.1,34.2,27.1
27-11-2023,51,26.1,351,0.1,0.1,15.89,29.9,30.7,29
28-11-2023,51,26.3,348,0.1,0.1,16.98,28.4,30,26.8
29-11-2023,3,27.1,348,0,0,17.17,27.9,29.1,27.1
30-11-2023,1,27.2,344,0,0,16.95,28.8,30.1,27.7
01-12-2023,1,22.2,345,0,0,16.41,29,30.7,27.8
02-12-2023,3,22.9,355,0,0,16.56,30.2,31.8,27.5
03-12-2023,3,27.9,357,0,0,16.63,31,33.5,29.9
04-12-2023,3,30.9,352,0,0,15.64,30.4,31.5,28.6
05-12-2023,3,34.7,351,0,0,16.05,29.4,31.7,28.3
06-12-2023,3,34,0,0,0,16.46,28.9,30.8,27.8
07-12-2023,0,32.6,359,0,0,16.66,28.3,31.5,26.4
08-12-2023,2,28.9,0,0,0,16.68,28.7,31.7,26.3
09-12-2023,3,29.4,354,0,0,16.66,28.4,30.5,26.2
10-12-2023,3,29,1,0,0,16.62,29.3,32.4,26.6
11-12-2023,3,29.5,355,0,0,16.69,28.5,30.7,27.1
12-12-2023,3,31,353,0,0,16.67,27.4,30,26.3
13-12-2023,3,29,344,0,0,16.82,28.2,29.7,26.1
14-12-2023,1,23.4,10,0,0,16.79,28.5,31.1,26.1
15-12-2023,0,23.9,17,0,0,16.94,27.7,30.4,25.5
16-12-2023,1,32.3,11,0,0,17,26.3,29.8,23.8
17-12-2023,1,33.5,13,0,0,16.38,27.6,31.3,23.2
18-12-2023,3,23.2,54,0,0,14.92,28.6,32.2,25
19-12-2023,3,27.5,56,0,0,15.44,27.4,31.8,23.6
20-12-2023,3,28.2,33,0,0,15.4,26.9,32.6,23.1
21-12-2023,3,23.7,11,0,0,14.22,28.1,31.5,24.9
22-12-2023,3,19.3,3,0,0,10.97,29,31.2,26.2
23-12-2023,3,28.7,355,0,0,16.63,28.2,30.3,25.3
24-12-2023,3,25.3,16,0,0,16.75,27.6,29.8,25
25-12-2023,3,28.6,10,0,0,16.82,27.6,30.4,25.6
26-12-2023,0,20.3,6,0,0,16.86,28.3,30.3,25.7
27-12-2023,3,28.2,357,0,0,16.69,28,31.6,25.4
28-12-2023,3,24.8,1,0,0,16.75,28.8,30.6,26.6
29-12-2023,3,20.1,358,0,0,16.91,28.9,30.8,26
30-12-2023,3,21.7,353,0,0,16.85,28.8,30.2,26.2
31-12-2023,1,23.1,355,0,0,16.78,28.4,30.4,26.6
01-01-2024,2,26.8,349,0,0,16.82,27.6,29.1,26.2
02-01-2024,0,32.6,347,0,0,16.84,26.3,28.1,24.6
03-01-2024,0,31.4,348,0,0,16.8,25.7,27.3,24.3
04-01-2024,3,29.8,345,0,0,17.35,25.5,26.6,23.9
